"Date","chamber","CO2cum","CO2flux"
2008-04-14,"ch01",28.3780085235027,28.3780085235027
2008-04-15,"ch01",72.0048722551113,43.6268637316086
2008-04-16,"ch01",114.081893101171,42.0770208460594
2008-04-17,"ch01",143.620757783927,29.5388646827562
2008-04-18,"ch01",151.781205143578,8.16044735965153
2008-04-19,"ch01",211.257321419892,59.4761162763131
2008-04-20,"ch01",259.42181428198,48.1644928620886
2008-04-21,"ch01",292.592712503315,33.170898221335
2008-04-22,"ch01",318.394337570405,25.8016250670903
2008-04-23,"ch01",356.797624230891,38.4032866604858
2008-04-24,"ch01",397.892622723701,41.0949984928093
2008-04-25,"ch01",438.200741356186,40.3081186324851
2008-04-26,"ch01",523.679162459403,85.4784211032172
2008-04-27,"ch01",599.999432894876,76.3202704354736
2008-04-28,"ch01",663.932736972743,63.9333040778665
2008-04-29,"ch01",735.831209746647,71.8984727739045
2008-04-30,"ch01",800.267778483941,64.4365687372932
2008-05-01,"ch01",833.91399007569,33.6462115917491
2008-05-02,"ch01",902.69652957661,68.7825395009203
2008-05-03,"ch01",977.967013219347,75.2704836427372
2008-05-04,"ch01",1044.86087600899,66.8938627896429
2008-05-05,"ch01",1097.68432481833,52.8234488093441
2008-05-06,"ch01",1123.76885347473,26.084528656393
2008-05-07,"ch01",1182.47811644496,58.7092629702369
2008-05-08,"ch01",1241.43437514046,58.9562586954957
2008-05-09,"ch01",1296.10922121033,54.6748460698657
2008-05-10,"ch01",1349.80687853933,53.6976573290091
2008-05-11,"ch01",1376.18247474546,26.3755962061254
2008-05-12,"ch01",1435.53222212628,59.349747380818
2008-05-13,"ch01",1495.78506497032,60.2528428440447
2008-05-14,"ch01",1563.92086549627,68.1358005259509
2008-05-15,"ch01",1629.59404152187,65.6731760255962
2008-05-16,"ch01",1689.42579254278,59.8317510209133
2008-05-17,"ch01",1749.64613114269,60.2203385999117
2008-05-18,"ch01",1816.863092817,67.2169616743053
2008-05-19,"ch01",1880.02158052499,63.158487707989
2008-05-20,"ch01",1939.3360328313,59.3144523063118
2008-05-21,"ch01",1986.33126996625,46.9952371349486
2008-05-22,"ch01",2038.55312847774,52.2218585114944
2008-05-23,"ch01",2099.35735811725,60.8042296395027
2008-05-24,"ch01",2159.09163501602,59.7342768987755
2008-05-25,"ch01",2210.6058275828,51.5141925667771
2008-05-26,"ch01",2264.15465441934,53.5488268365374
2008-05-27,"ch01",2318.81330581356,54.6586513942215
2008-05-28,"ch01",2361.70248612588,42.8891803123223
2008-05-29,"ch01",2410.66268601483,48.9601998889532
2008-05-30,"ch01",2469.21311438296,58.5504283681256
2008-05-31,"ch01",2521.64077697209,52.4276625891325
2008-06-01,"ch01",2535.63964292296,13.9988659508704
2008-06-02,"ch01",2556.72629381664,21.0866508936813
2008-06-03,"ch01",2555.41829381761,-1.30799999903693
2008-06-04,"ch01",2555.62519289494,0.206899077332012
2008-06-05,"ch01",2577.22306814364,21.597875248704
2008-06-06,"ch01",2631.94615642536,54.7230882817173
2008-06-07,"ch01",2699.8889441314,67.9427877060371
2008-06-08,"ch01",2721.46276094269,21.5738168112889
2008-06-09,"ch01",2748.97086359996,27.5081026572744
2008-06-10,"ch01",2793.55378285183,44.5829192518719
2008-06-11,"ch01",2817.03702169027,23.4832388384377
2008-06-12,"ch01",2878.72417893559,61.6871572453163
2008-06-13,"ch01",2953.08826305184,74.3640841162564
2008-06-14,"ch01",3027.68618463309,74.5979215812442
2008-06-15,"ch01",3059.33426385627,31.6480792231871
2008-06-16,"ch01",3096.78687273227,37.4526088759935
2008-06-17,"ch01",3140.5351043677,43.7482316354326
2008-06-18,"ch01",3207.20316046554,66.668056097844
2008-06-19,"ch01",3258.23352314102,51.0303626754783
2008-06-20,"ch01",3277.6078859586,19.3743628175776
2008-06-21,"ch01",3358.81789735543,81.2100113968354
2008-06-22,"ch01",3433.95994646634,75.1420491109037
2008-06-23,"ch01",3504.60750256342,70.6475560970833
2008-06-24,"ch01",3575.24334920985,70.6358466464328
2008-06-25,"ch01",3645.53459664913,70.291247439276
2008-06-26,"ch01",3701.64775970782,56.113163058685
2008-06-27,"ch01",3762.25163718769,60.6038774798698
2008-06-28,"ch01",3817.29509182355,55.0434546358665
2008-06-29,"ch01",3871.85181087718,54.5567190536267
2008-06-30,"ch01",3930.30862971471,58.4568188375271
2008-07-01,"ch01",3990.58889932444,60.2802696097382
2008-07-02,"ch01",4047.1481752373,56.5592759128577
2008-07-03,"ch01",4098.9758232096,51.8276479723013
2008-07-04,"ch01",4127.06736699238,28.091543782773
2008-07-05,"ch01",4161.6536905846,34.586323592221
2008-07-06,"ch01",4202.54738799255,40.8936974079526
2008-07-07,"ch01",4247.9268257251,45.3794377325495
2008-07-08,"ch01",4295.70446634487,47.7776406197741
2008-07-09,"ch01",4341.67525475626,45.9707884113825
2008-07-10,"ch01",4386.25848960783,44.5832348515738
2008-07-11,"ch01",4447.35793893703,61.099449329199
2008-07-12,"ch01",4485.44566634855,38.087727411521
2008-07-13,"ch01",4507.89406136721,22.4483950186627
2008-07-14,"ch01",4546.2577083498,38.3636469825861
2008-07-15,"ch01",4597.15161125829,50.8939029084956
2008-07-16,"ch01",4655.08153575293,57.9299244946324
2008-07-17,"ch01",4717.13103240723,62.0494966542993
2008-07-18,"ch01",4770.49717739684,53.366144989618
2008-07-19,"ch01",4829.30337185415,58.8061944573051
2008-07-20,"ch01",4867.16311838782,37.859746533668
2008-07-21,"ch01",4932.05660107603,64.893482688217
2008-07-22,"ch01",4988.45154691765,56.3949458416139
2008-07-23,"ch01",5033.10813314813,44.6565862304806
2008-07-24,"ch01",5056.90360658274,23.7954734346165
2008-07-25,"ch01",5098.99569228433,42.0920857015817
2008-07-26,"ch01",5149.88668287462,50.8909905902899
2008-07-27,"ch01",5191.98375355022,42.0970706756013
2008-07-28,"ch01",5224.21608644909,32.2323328988684
2008-07-29,"ch01",5277.56574737832,53.3496609292339
2008-07-30,"ch01",5338.00486342476,60.4391160464378
2008-07-31,"ch01",5395.9198303815,57.9149669567404
2008-08-01,"ch01",5444.99438130181,49.0745509203164
2008-08-02,"ch01",5515.1733363403,70.178955038484
2008-08-03,"ch01",5581.73943797674,66.5661016364371
2008-08-04,"ch01",5634.69888308925,52.9594451125126
2008-08-05,"ch01",5685.75715520878,51.0582721195326
2008-08-06,"ch01",5736.92015697059,51.1630017618081
2008-08-07,"ch01",5785.19817772521,48.2780207546249
2008-08-08,"ch01",5844.44358328691,59.2454055616989
2008-08-09,"ch01",5911.17883537011,66.7352520831989
2008-08-10,"ch01",5963.73925709278,52.5604217226679
2008-08-11,"ch01",6033.91052350998,70.1712664172035
2008-08-12,"ch01",6102.07394066408,68.1634171540996
2008-08-13,"ch01",6171.23921313772,69.1652724736355
2008-08-14,"ch01",6242.04264215372,70.8034290160056
2008-08-15,"ch01",6315.12038977719,73.0777476234677
2008-08-16,"ch01",6388.55927193986,73.4388821626661
2008-08-17,"ch01",6458.53837826029,69.9791063204351
2008-08-18,"ch01",6600.90919712102,142.370818860729
2008-08-19,"ch01",6683.61006117701,82.7008640559878
2008-08-20,"ch01",6746.64961232061,63.0395511436044
2008-08-21,"ch01",6800.70237552209,54.0527632014782
2008-08-22,"ch01",6826.50650448273,25.8041289606385
2008-08-23,"ch01",6884.80412444506,58.2976199623281
2008-08-24,"ch01",6964.41232715761,79.6082027125549
2008-08-25,"ch01",7041.779053953,77.366726795388
2008-08-26,"ch01",7120.89139788946,79.1123439364565
2008-08-27,"ch01",7174.91751924224,54.0261213527801
2008-08-28,"ch01",7224.36301029032,49.4454910480778
2008-08-29,"ch01",7297.15525534666,72.7922450563464
2008-08-30,"ch01",7350.29316989839,53.1379145517296
2008-08-31,"ch01",7386.11171463568,35.8185447372906
2008-09-01,"ch01",7471.2697878633,85.1580732276204
2008-09-02,"ch01",7554.61275977534,83.3429719120383
2008-09-03,"ch01",7603.38133259332,48.7685728179771
2008-09-04,"ch01",7647.07421574613,43.6928831528152
2008-09-05,"ch01",7652.30367822008,5.22946247394302
2008-09-06,"ch01",7675.52656815921,23.2228899391365
2008-09-07,"ch01",7753.81385105058,78.2872828913668
2008-09-08,"ch01",7833.83574549561,80.0218944450283
2008-09-09,"ch01",7918.20020644213,84.3644609465207
2008-09-10,"ch01",8004.89471118501,86.6945047428803
2008-09-11,"ch01",8087.26289019386,82.3681790088536
2008-09-12,"ch01",8166.74754626573,79.4846560718648
2008-09-13,"ch01",8231.67147895861,64.9239326928846
2008-09-14,"ch01",8287.46343324398,55.7919542853683
2008-09-15,"ch01",8367.91429928694,80.450866042963
2008-09-16,"ch01",8447.37067133327,79.4563720463259
2008-09-17,"ch01",8500.90571531787,53.5350439846027
2008-09-18,"ch01",8583.0375379878,82.1318226699323
2008-09-19,"ch01",8665.13189546711,82.0943574793067
2008-09-20,"ch01",8738.38247461232,73.2505791452087
2008-09-21,"ch01",8819.14231514776,80.7598405354445
2008-09-22,"ch01",8881.08900054038,61.9466853926125
2008-09-23,"ch01",8915.03861812812,33.9496175877464
2008-09-24,"ch01",9006.69828803393,91.6596699058041
2008-09-25,"ch01",9095.61936171934,88.9210736854124
2008-09-26,"ch01",9170.44372141943,74.8243597000945
2008-09-27,"ch01",9236.05456454855,65.6108431291184
2008-09-28,"ch01",9284.89628599283,48.8417214442721
2008-09-29,"ch01",9356.57916083539,71.6828748425686
2008-09-30,"ch01",9450.52428434944,93.9451235140498
2008-10-01,"ch01",9531.08130101593,80.5570166664903
2008-10-02,"ch01",9593.0407701143,61.9594690983643
2008-10-03,"ch01",9664.6569674007,71.6161972864075
2008-10-04,"ch01",9694.57536624531,29.9183988446082
2008-10-05,"ch01",9732.60141555315,38.0260493078387
2008-10-06,"ch01",9803.89366617366,71.2922506205056
2008-10-07,"ch01",9915.14334874904,111.249682575386
2008-10-08,"ch01",10010.007818461,94.8644697119668
2008-10-09,"ch01",10106.2404278714,96.2326094104191
2008-10-10,"ch01",10194.9684065119,88.7279786404987
2008-10-11,"ch01",10267.9426009233,72.9741944113482
2008-10-12,"ch01",10355.7176231626,87.7750222393017
2008-10-13,"ch01",10451.7834747218,96.0658515592694
2008-10-14,"ch01",10487.0498706445,35.2663959226346
2008-10-15,"ch01",10531.7193726279,44.6695019834455
2008-10-16,"ch01",10647.768246118,116.048873490075
2008-10-17,"ch01",10747.8719349332,100.103688815167
2008-10-18,"ch01",10842.8780335235,95.0060985903728
2008-10-19,"ch01",10932.1634917907,89.2854582671204
2008-10-20,"ch01",11028.9726989397,96.809207149053
2008-10-21,"ch01",11100.5119827029,71.5392837631586
2008-10-22,"ch01",11188.0841472031,87.5721645002152
2008-10-23,"ch01",11280.5897516736,92.5056044704662
2008-10-24,"ch01",11390.4588814008,109.869129727276
2008-10-25,"ch01",11499.8122127499,109.353331349058
2008-10-26,"ch01",11604.059773789,104.247561039094
2008-10-27,"ch01",11695.500725249,91.440951460033
2008-10-28,"ch01",11791.3556982912,95.8549730421356
2008-10-29,"ch01",11818.3567440287,27.0010457375587
2008-10-30,"ch01",11890.6048044464,72.2480604176672
2008-10-31,"ch01",11979.7375599721,89.1327555257097
2008-11-01,"ch01",12028.5080658099,48.7705058378323
2008-11-02,"ch01",12107.6310907756,79.12302496569
2008-11-03,"ch01",12224.6249842364,116.993893460776
2008-11-04,"ch01",12278.8251272521,54.2001430156896
2008-11-05,"ch01",12390.9466171592,112.121489907141
2008-11-06,"ch01",12526.3671649861,135.42054782688
