"","DateTime","chamber","Date","DOY","FluxH2Otot","FluxCO2tot","LAestlin","VPDwtc","VPDrot","PAR","RefCO2","CO2L","Patm","sunrise","sunset","daylength","TAref","Tsoil","LWPpred","TairRef","TairMet","VPDdem","VPDmet","PARfilled","VPDwtcfilled","LAfilled","CO2filled","FluxCO2totSOLO","H2Ofilled","FluxH2OtotSOLO"
"1",2008-04-14 01:00:00,"ch03","2008-04-14",105,1.56084518821444,-0.116226563305937,26.3807638341209,0.100003540874625,0.0742243581547093,0,429.799995422364,480.175003051758,101.752502441406,6.31666666666667,17.6,11.2833333333333,13.1350002288819,17.4749999046326,NA,13.0383333365122,13.055,0.0712893877992136,0.0920976730757837,0,0,0,0,-0.029018840217533,0,2.66445714724621
"2",2008-04-14 02:00:00,"ch03","2008-04-14",105,2.33410855871625,-0.13664079301957,26.3807638341209,0.0999447067022587,0.0556627932619381,0,455.550003051758,516.599998474121,101.729999542236,6.31666666666667,17.6,11.2833333333333,11.7049999237061,17.2999997138977,NA,11.3566666603088,11.185,0.0529537231004355,0.0708400905663935,0,0,0,0,-0.0316569166009451,0,2.09990880119602
"3",2008-04-14 03:00:00,"ch03","2008-04-14",105,1.3267952715978,-0.091947222892195,26.3807638341209,0.071675458090747,0.0418319374884555,0,458,535.425003051758,101.699996948242,6.31666666666667,17.6,11.2833333333333,10.8475000858307,17,NA,10.7516666730245,10.54,0.0420516255033539,0.0575400206825889,0,0,0,0,-0.0316569166009451,0,0.98400249101271
"4",2008-04-14 04:00:00,"ch03","2008-04-14",105,0.850477475614754,-0.097907216935074,26.3807638341209,0.0625407937677716,0.0341682290009799,0,444.475006103516,522.599990844727,101.699996948242,6.31666666666667,17.6,11.2833333333333,10.2950000762939,16.7750000953674,NA,10.1099999268849,9.695,0.0338903337863493,0.0507325524540107,0,0,0,0,-0.0316569166009451,0,0.514424894765357
"5",2008-04-14 05:00:00,"ch03","2008-04-14",105,1.03181907325052,-0.131227364326751,26.3807638341209,0.0527068624436674,0.0289305183209768,0,451.325004577637,524.774993896484,101.757501602173,6.31666666666667,17.6,11.2833333333333,9.3399999141693,16.5,NA,9.23333334922791,9.01,0.0285107855335014,0.0438326378414012,0,0,0,0,-0.0342949929843572,0,-0.131903819170605
"6",2008-04-14 06:00:00,"ch03","2008-04-14",105,0.64731409183878,-0.124849592515765,26.3807638341209,0.0460161134140791,0.0236702135026872,0,447.380004882812,536.819995117188,101.810000610352,6.31666666666667,17.6,11.2833333333333,9.21199989318848,16.2400001525879,NA,9.24333330790202,8.665,0.0232510837518407,0.0422821533576742,0,0,0,0,-0.0342949929843572,0,-0.36669261729428
"7",2008-04-14 07:00:00,"ch03","2008-04-14",105,1.20921190828085,-0.0764643967794813,26.3807638341209,0.0321368538232521,0.0204010243558957,18.910714507103,478.5,535.474990844727,101.892501831055,6.31666666666667,17.6,11.2833333333333,9.12000012397766,16,NA,9.37333329518636,9.295,0.0203727403192691,0.0387455946763671,0,0,0,0,-0.0158284583004725,0,0.0738661387355385
"8",2008-04-14 08:00:00,"ch03","2008-04-14",105,5.50566541218103,0.120724652432576,26.3807638341209,0.0488492207122364,0.0160352074586064,101.642857551575,475.150001525879,498.949996948242,101.915002822876,6.31666666666667,17.6,11.2833333333333,12.2150001525879,15.8250000476838,NA,12.6316666444143,12.88,0.0151327098633842,0.0516254900928586,0,0,0,0,0.0606757568184781,1,5.50566541218103
"9",2008-04-14 09:00:00,"ch03","2008-04-14",105,7.21508818678558,0.278090296693146,26.3807638341209,0.0744774262233361,0.0117834701381379,264.625,414.699996948242,426.150001525879,102,6.31666666666667,17.6,11.2833333333333,14.6875,15.8999998569489,NA,15.0466666221619,15.135,0.0115000062473826,0.154123119343987,0,0,0,0,0.205769957906143,0,14.5780100947352
"10",2008-04-14 10:00:00,"ch03","2008-04-14",105,12.4919719062746,0.279963367277831,26.3807638341209,0.166342314306617,0.175176738904686,281.625,391.150001525879,404.099998474121,102,6.31666666666667,17.6,11.2833333333333,15.5150001049042,16.1500005722046,NA,15.5983332316081,15.79,0.188805577511236,0.362978625859503,0,0,0,0,0.218960339823203,0,18.2027270455434
